"","V1"
"cryptography",0.0322725449158178
"cryptology",0.0348673897356888
"crystal",0.0768884857440752
"credit.1",0.0479401095897283
"csc",0.101125275313675
"csd",0.0698502367011533
"csr",0.037133337023889
"cto",0.0168799421295023
"cube",0.0595790019090394
"cubed",0.133668404270196
"cubit",0.129843959595371
"cueball",0.0984664307924486
"cuenta",0.0453879399097225
"cultivate",0.112980975420231
"cultural",0.0630030172689071
"culture",0.0281617282700922
"cumbersome",0.0571794604406797
"cup",0.188896767207532
"curated",0.0450847415830315
"curacao",0.148814576804102
"currencies",0.0359117060798463
"currency",0.0263948091431104
"current",0.0845651127241037
"curry",0.0416744430930423
"curve",0.0360684542658749
"cushion",0.0981133321759097
"custodian",0.0351114311319915
"custody",0.0443688818081888
"custom",0.0452687003515665
"customer",0.0248679351642413
"customers",0.0833282651750925
"customs",0.0322775942464394
"cut",0.328937642215389
"cutting",0.0777828069554897
"cuttingedge",0.0306326331023137
"cv",0.16945275293249
"cve",0.113421347323668
"cvs",0.0751911764135433
"cx",0.202142700200994
"cyber",0.0287678394784538
"cyberattack",0.0551465671263626
"cyberattacks",0.0381157984730206
"cybercrime",0.0702314269254777
"cybercriminal",0.0860586730923994
"cybercriminals",0.0370494677445152
"cybersecurity",0.023005856761964
"cycle",0.0369537859187447
"cycling",0.0921087881358903
"cylon",0.163350287166318
"cyprus",0.115325714014817
"czech",0.0536855447146815
"cote",0.0700955253132928
"daa",0.0332238841467751
"dag",0.0287296725087928
"dah",0.0442375904867109
"daily",0.041016182105213
"dalal",0.0498118747134006
"dale",0.051744224956176
"dalton",0.0577549794786875
"damage",0.179004672974587
"dame",0.0312141279862486
"damon",0.0747536245237847
"dampen",0.128158581409608
"dan",0.0255541673578076
"dane",0.0847015766152515
"danes",0.071292414894745
"daniel",0.0350532336759377
"danish",0.0265033538348635
"dans",0.0464890080845383
"dao",0.0310202688981886
"dar",0.0725868968146931
"dare",0.0450975614998776
"dark",0.0984460409591683
"darker",0.0437946916795776
"darren",0.0452407314316829
"dash",0.0795995687301166
"dashboard",0.0356183049668773
"data",0.0216422867001556
"database",0.0207823102546153
"dataflow",0.228673933289704
"date",0.131236476374116
"dave",0.039173347540776
"david",0.0299992016639699
"davos",0.0651200756672152
"dawn",0.0467953927883686
"day",0.0570764200865113
"daylight",0.078874464497211
"db",0.214805425307063
"dbs",0.0471194834735789
"dcr",0.0884575049373006
"dda",0.0340615449333146
"ddn",0.339333900824854
"de",0.071073724747132
"dea",0.062371132705079
"deadline",0.236246550017836
"deal",0.0345894636116923
"dealer",0.080021054295005
"dealers",0.0757310418417241
"dean",0.0501440391530276
"death",0.0435167357729742
"debit",0.0351456047324457
"debits",0.126488983000216
"debt",0.0669390975777195
"debts",0.121383837006383
"decade",0.0393207276635752
"december",0.0305832906642209
"decent",0.158516107572152
"decentralization",0.239286103789171
"decentralize",0.027126605332145
"decentralized",0.0260538688255703
"decibel",0.04947199095001
"decide",0.0363653089470975
"decision",0.0277133321597685
"decisioning",0.0872121399061494
"decisionmaking",0.0323688257337788
"decisions",0.0338815902172997
"decline",0.0298812536909343
"decrease",0.0728735726705926
"decree",0.288676526629752
"decryption",0.077380370605889
"ded",0.0571669004756971
"dedicate",0.039458523743816
"dedication",0.0450975614998776
"deductive",0.101939105209968
"deed",0.079053185470809
"deep",0.0405581492949174
"deepen",0.0300331950700073
"deeper",0.0423683799059247
"deeply",0.139156412586763
"deer",0.151130203592769
"deers",0.167935543407259
"default",0.0674657380621677
"defend",0.265015690015931
"defense",0.0390226716356877
"defensive",0.095781311465006
"defer",0.137640666051376
"defi",0.151565662177732
"define",0.0502099570240753
"defined",0.0661301901438704
"definite",0.0487975212148316
"definition",0.0254392821416661
"defunct",0.20293305399954
"defy",0.0582563836010941
"degree",0.031329929773121
"dei",0.0932582764629654
"del",0.033658980418113
"delay",0.0397251162380778
"delegate",0.0326948905674669
"delegated",0.104967157286075
"delete",0.356573176532171
"delhi",0.0541337977874396
"deliver",0.021425405271281
"delivery",0.0683750028721393
"dell",0.0287337443305473
"della",0.0701523298862586
"delta",0.0853601438819038
"delude",0.112989159019001
"deluge",0.0644188108017139
"demand",0.0208331108243495
"dementia",0.0354547685786447
"demo",0.101727565113937
"democrat",0.0521440923504475
"democratic",0.0501203984423961
"democratize",0.129960093349513
"democrats",0.0442016624997625
"demographic",0.0510473015101324
"demonstrate",0.062747317276933
"demos",0.161905804798509
"den",0.105254719015662
"denarii",0.319626701695493
"denmark",0.0549267135040532
"densify",0.282568759588529
"department",0.0298930869561164
"departmental",0.513483264757587
"departments",0.0299062624980939
"departure",0.0307653423704847
"dependency",0.0797856287870837
"dependent",0.0846128230810772
"deploy",0.0320280796803916
"deployment",0.102547244779113
"deposit",0.0522325110713786
"depository",0.0412716055560811
"depot",0.171859188938255
"depression",0.194650475836091
"deputy",0.051667284178818
"der",0.237137167243871
"derisking",0.0913307983795051
"derivative",0.123116187142324
"derivatives",0.0306765183910437
"derive",0.0922181281883696
"des",0.0576449076744077
"describes",0.103094929282928
"design",0.0179795692689605
"designate",0.0875816705867278
"designated",0.0543104537261756
"designer",0.0972281403677756
"desire",0.0272959976676642
"desktop",0.076578038801643
"destination",0.121595802641358
"detail",0.0471439219285561
"detect",0.0519272284800825
"detection",0.0956757165917818
"determination",0.0552203843175618
"detrimental",0.13192698621937
"deutsche",0.0376155994243948
"deutschland",0.06423198666312
"dev",0.43242422209747
"devastate",0.0580264275415303
"develop",0.0230294654824391
"developed",0.0753692621032059
"developer",0.0319666816076084
"developers",0.0598340376815469
"developing",0.07312872205344
"development",0.0320735672908485
"developments",0.17322227743463
"developpement",0.0955377481321079
"develops",0.101939105209968
"device",0.0261935619526448
"devices",0.0436454951616842
"devils",0.0527215268414763
"devolve",0.0780916681565626
"devolved",0.0985986752513988
"dews",0.0991494638746492
"dex",0.0937811739623319
"dfs",0.120808676073292
"dha",0.0359047723144788
"dharma",0.115952216932026
"dia",0.0672837058504388
"diamond",0.0330591977306576
"diaspora",0.116923138573931
"dic",0.0954639787369534
"didi",0.232528505674195
"diego",0.0347404385668695
"differentiate",0.289629235211962
"diffusion",0.106892527062903
"digby",0.176198365975847
"digit",0.0523280685040591
"digital",0.0226633392528284
"digitalisation",0.0419569026975778
"digitalise",0.0341268183974958
"digitalization",0.114012885625829
"digitalize",0.120901847680839
"digitals",0.122639072305829
"digitization",0.157278552530478
"digitize",0.0409653044352985
"digits",0.0770341768698208
"diligent",0.110726184229395
"dinghy",0.184498238941307
"dingy",0.0411836236748356
"dinner",0.077697097186175
"dip",0.0712965613334093
"direct",0.024360032562507
"directed",0.0292735975163607
"directive",0.0274207157842613
"director",0.0360532939135585
"directorate",0.0349181099537006
"directors",0.0305911309060349
"directory",0.0624219368077402
"disa",0.0493942800227126
"disability",0.175262198571414
"disburse",0.460987983067833
"disbursement",0.085690735669818
"disbursements",0.06039102851112
"discern",0.0605822230748209
"disclose",0.132185594207356
"disclosure",0.0327021445938354
"discount",0.0791765505345538
"discover",0.0741629005055811
"discovery",0.0724801896429071
"discuss",0.0373336254713346
"discussion",0.0306385088833568
"disease",0.0336110242499713
"disenfranchise",0.155275988476044
"disgruntle",0.048580633780473
"dish",0.0383533127320143
"disintermediated",0.0913136419285915
"disintermediation",0.131253446670993
"disjoint",0.137640666051376
"disney",0.0373274510571672
"disparities",0.106452705052183
"displace",0.0885781416841979
"displacing",0.262727485696835
"display",0.172490419988234
"dispute",0.047424211574573
"disregard",0.072909983258075
"disrupt",0.0429440628224257
"disruption",0.137640666051376
"disruptive",0.027878887362946
"disruptor",0.111444085585665
"dissent",0.0960314774154261
"distance",0.120094131647062
"distinguish",0.108743379440559
"distribute",0.0205827378801752
"distributed",0.0336993152633352
"distribution",0.0232489850211467
"distributional",0.0659686574870445
"distributor",0.344736789786743
"district",0.0442967263358238
"disturb",0.0772146928210731
"dit",0.0486566565750181
"diverse",0.0281357141821589
"diversification",0.0792763906946968
"diversified",0.0594523785261184
"diversify",0.19211006716434
"diversity",0.0263591469315551
"divert",0.137920802535989
"divide",0.0382847701634725
"dividend",0.148055199780699
"division",0.036624598832678
"divisional",0.0700955253132928
"dla",0.0868255386909254
"dna",0.0417899883543044
"dnb",0.0792606781959922
"dns",0.146396610260477
"do",0.0222569788500502
"dock",0.069415892326796
"docomo",0.0375504383543338
"doctor",0.0768884857440752
"doctorate",0.0616063923383928
"document",0.049708540363371
"documentation",0.086424670844756
"dod",0.0846200739629137
"doing",0.0669829749038283
"dollar",0.0781904444871283
"dolphin",0.0593000317249863
"domain",0.127228749429605
"domestic",0.0533292374945313
"dominate",0.145799572705263
"domination",0.134364127707908
"dominic",0.204055987951587
"dominos",0.0683132509938072
"donation",0.0518102757154668
"donor",0.0955377481321079
"dop",0.0445044293228346
"dormant",0.0562004945474424
"dosh",0.0547821724610527
"dot",0.0669659730317677
"dots",0.0913136419285915
"double",0.0631292832247304
"doublecheck",0.0344950449721087
"doubledigit",0.208831318845058
"doubt",0.0754913600474245
"douche",0.188095764563574
"douglas",0.163457649112575
"dow",0.0431965398046776
"downgrade",0.211910618696684
"downloads",0.175375787618394
"downtime",0.436426477250114
"dozen",0.0662766251610612
"dr",0.0483084965196789
"draft",0.11367191279923
"drag",0.0489235933195487
"dragon",0.119036436187091
"dragons",0.105254719015662
"drake",0.0722528509994491
"draper",0.0385350586965407
"drapers",0.173244162138426
"dream",0.0811747887867907
"drink",0.0450143487626332
"drive",0.0311975753513864
"driven",0.0565625856192643
"driverless",0.0782034853001486
"drone",0.182138554836706
"drop",0.172005356194814
"dropbox",0.0482647763464052
"dropin",0.0422482109574524
"dsp",0.0930183514768636
"dss",0.0423815772469395
"dst",0.0360819306085556
"dtac",0.102314646135652
"dth",0.247348322956443
"dti",0.0357751610370238
"dubai",0.0289519951156491
"dublin",0.0401402322053511
"duchy",0.042329668656941
"duel",0.0464861034252343
"duke",0.153503099253376
"duncan",0.119708893374296
"dungeons",0.104879202469289
"duped",0.139879121800647
"durable",0.0612085295475038
"durham",0.0636187636815075
"during",0.0449296529564941
"dusk",0.0520587792892755
"dutch",0.023516997792651
"dwindle",0.195779447584141
"dykes",0.0955546712332697
"dynamic",0.0539623267852929
"dynamics",0.101792640273841
"dyson",0.127286406970337
"deja",0.0492900972358239
"each",0.0466558000102576
"eagle",0.0735469743028023
"early",0.0591674954346798
"earlybird",0.0389263906413383
"earn",0.0771840789431852
"earnest",0.131759995253901
"ease",0.024352765700374
"east",0.0281522999522522
"easter",0.0693280438166965
"eastern",0.0254102219368894
"eat",0.167050860093185
"eats",0.0715230110370703
"eba",0.0463363562842487
"ebanking",0.076663195700918
"ebay",0.096899887128196
"ebook",0.253628378924305
"ebusiness",0.0797856287870837
"ec",0.14390044220121
"ecb",0.041413097422484
"echo",0.047214919633045
"eco",0.127291106447902
"ecommerce",0.0223815686058784
"economic",0.0365105570997478
"economics",0.0378854258456811
"economist",0.0316463488465868
"economy",0.0354116677589715
"economico",0.125289016083675
"ecosystem",0.0383879729963916
"ecosystems",0.0453018338129093
"ecovillage",0.0927506353574595
"edd",0.0892970767992493
"eddie",0.0876562956852079
"eddy",0.263652757657357
"eden",0.139486007510174
"edge",0.0221737525596398
"edgeless",0.0983894453944503
"edges",0.0420063039076796
"edinburgh",0.033242847993496
"edit",0.0981133321759097
"edition",0.0393955186018724
"editor",0.0527215268414763
"editorial",0.0709064944207307
"education",0.0479729769453617
"educational",0.077983067582744
"edward",0.0631037557338741
"edwards",0.0437143400627389
"ee",0.155822074842712
"effect",0.0523437460158508
"efficiency",0.0770312033953243
"efficient",0.0457098913231532
"effort",0.0414592368825793
"efi",0.0396535013026912
"eft",0.151667331445468
"eg",0.129843959595371
"egaming",0.0850717134411548
"egypt",0.0524283289800519
"egyptian",0.0448063420553585
"egyptians",0.0503039236720587
"eid",0.0772337658465664
"eigen",0.0343966530103197
"eight",0.137920802535989
"eighteen",0.149177565206996
"eileen",0.0903248552242986
"eis",0.0555736034525649
"elaborate",0.0651200756672152
"elan",0.0967225868681977
"elastic",0.0975724065272601
"elasticity",0.101006642410575
"election",0.0643530143310115
"elections",0.181580363923898
"electric",0.0822632121537916
"electrical",0.0761471027298378
"electricals",0.0418889262943733
"electricity",0.0847829896169177
"electronic",0.0220280195487414
"electronics",0.0297297968478104
"electronica",0.0452441729781624
"elegant",0.0904244066103947
"element",0.0267562656692122
"elementary",0.134640741044086
"elements",0.220274876182691
"elevate",0.0559885435418275
"elf",0.33656310256672
"eli",0.0378375624179242
"eligibility",0.0883351638422634
"eliminate",0.242891598308073
"elite",0.0512479149757577
"elites",0.636040458915208
"elle",0.0871513165437067
"ellen",0.163457649112575
"ellie",0.119075338714634
"elliott",0.0971787548726738
"email",0.018724367823956
"embark",0.0325615974136212
"embassy",0.0287667482673205
"embed",0.0346582626245323
"embedded",0.0776085138788844
"embers",0.0852397081121571
"embrace",0.0381391008299166
"embracing",0.0788644437329893
"emea",0.0230504756808331
"emerald",0.0481374447016686
"emerge",0.0286791853305462
"emergence",0.0268836252705323
"emerging",0.0385973497414599
"emi",0.0379620148298807
"emigration",0.0512490284705855
"emir",0.101383289826602
"emirate",0.032117832958781
"emirates",0.0342567867612238
"emirati",0.0376287193928789
"emiratisation",0.179209445637584
"eml",0.0345031994440693
"emma",0.0287712628499525
"emotion",0.0651229498207665
"emphasis",0.0412424432232226
"emphasize",0.0656555148031166
"empire",0.0704758406788027
"employee",0.0183334011229258
"employees",0.0921539871958594
"employer",0.0238745334988605
"employment",0.117733184272868
"empower",0.0417642315020367
"empowering",0.0568663169861999
"ems",0.095781311465006
"en",0.10040903351233
"enable",0.0270725223420689
"enabled",0.0923651880701666
"enablement",0.0365115892444952
"enablers",0.117550935077568
"enabling",0.112224818500176
"enact",0.0466558000102576
"encompass",0.0299967278510195
"encourage",0.0298297022296674
"encrypt",0.169996309663485
"encryption",0.0218215314076103
"end",0.0209628659732186
"endeavor",0.0281630253870258
"endless",0.0379460501173196
"endorse",0.151870438761019
"endorsement",0.0731605856095032
"endowment",0.0683488235912171
"endpoint",0.108850443903999
"enduser",0.102954974577992
"energy",0.0244368588492683
"enforce",0.0380080605617889
"enforcement",0.0522245512850131
"eng",0.0806948910474676
"engage",0.0285093978264251
"engagement",0.065847080474865
"engages",0.0806431736847283
"engine",0.0290948099228091
"engineering",0.0271067331035749
"engineers",0.0437308386941902
"england",0.0365233450554318
"english",0.0335969669205743
"enhance",0.0366748489182169
"enhanced",0.0531514473586903
"enhancement",0.218810929108749
"enhances",0.110139622889031
"enhancing",0.0576397706963525
"eni",0.0665896489020062
"enigma",0.0869890796075427
"enjoy",0.106408842212752
"enlighten",0.0437946916795776
"enrich",0.0748975270747532
"enrichment",0.178644635867371
"ensue",0.0804957370964261
"ensure",0.0226877290334757
"enter",0.0395800482360835
"enterprise",0.0220628949869361
"enterprises",0.0228253335518464
"entertainment",0.0245898340851357
"enthusiasm",0.069508852482844
"entities",0.057552434129731
"entitled",0.101891085363195
"entity",0.0195954568058129
"entrepreneur",0.0275367390823409
"entrepreneurial",0.0518112863249006
"entrepreneurs",0.0362174313987477
"entrepreneurship",0.0361226506549852
"entry",0.0529194510292529
"entree",0.034784551890245
"environment",0.0334785579350899
"environmental",0.0372869857892653
"environments",0.0293727709743427
"eon",0.069183477326521
"eos",0.0242600183424059
"epa",0.0547786322081751
"epay",0.0344084861976074
"epic",0.0367836788913936
"episode",0.0528482449325526
"equal",0.130211596631726
"equality",0.0575522721609071
"equestrian",0.161113645469747
"equilibrium",0.0404732126595571
"equine",0.0768884857440752
"equip",0.099219152519047
"equity",0.0259188202393582
"equivalent",0.308886577690036
"era",0.0559236946144181
"ergo",0.0338815902172997
"eric",0.0670096970638261
"ericsson",0.0396067956728522
"erp",0.0997743552344156
"error",0.13192698621937
"erste",0.0616540021862905
"esa",0.0422289154231326
"escalate",0.0679741318681364
"escrow",0.0810412674943303
"eservices",0.0725175344917162
"esg",0.0234739745651156
"esi",0.158588461201389
"espanoles",0.0410341147094957
"esports",0.0291765164146336
"esprit",0.0484580255783103
"essa",0.0553196523410889
"essence",0.171142030585176
"essex",0.0722293173420663
"est",0.0852305198032272
"establish",0.0266292059575613
"established",0.0745385028299998
"establishment",0.0362683203072074
"estate",0.0256473967123519
"esteem",0.0975543447483632
"estimate",0.0252503528681632
"estimation",0.108040685437011
"ests",0.0527161790693302
"et",0.0675626998040969
"etf",0.038296816717527
"eth",0.0169011041044227
"ether",0.105399569016099
"ethic",0.059751880526477
"ethical",0.0741866537479759
"ethics",0.0464860256283613
"ethiopian",0.086424670844756
"ethnic",0.101508478602411
"ethnicity",0.11729350120307
"etisalat",0.0258099457885957
"eu",0.0197464262037188
"eugene",0.142047152564046
"eur",0.0327790997823818
"eureka",0.103719029303049
"euro",0.0243965079105481
"eurogroup",0.466744492666236
"euronext",0.0379395394554471
"europe",0.0227733766552643
"european",0.0246346934604893
"europeans",0.0526650776601767
"eurozone",0.044806475221765
"eurusd",0.282100095336107
"eva",0.0319881813061871
"evaluate",0.0352835928897242
"evaluation",0.0586908440249462
"event",0.0660794544567596
"events",0.0341228803259754
"everchanging",0.0446277726577671
"everest",0.155983887224093
"evergreen",0.100466375728459
"evergrowing",0.0823113304040099
"everincreasing",0.0527048092665313
"everpresent",0.141258806722783
"every",0.0889224151567592
"everybody",0.155510077391032
"everyday",0.0647267074310181
"everyone",0.0259410731063224
"everything",0.0238017321445439
"evidence",0.17041073358855
"evil",0.194163740718452
"evolution",0.0351587160859155
"evolve",0.02818001979989
"evp",0.0313569493389745
"ewa",0.0493758231395906
"ewallet",0.0263537400716069
"ewer",0.0453024114186141
"exacerbate",0.10758729894627
"examine",0.104054727824945
"example",0.043364642052832
"exceed",0.0863482685542673
"exceedence",0.14365411856321
"exceedences",0.15738180088995
"excel",0.0390416756728134
"excellence",0.0287962423515325
"excellency",0.128420463398807
"excellent",0.0444780317691492
"exception",0.0424265334615119
"excess",0.0707035184690297
"exchange",0.0242398972665438
"exchanges",0.0439311571664277
"exchequer",0.125109107955894
"excite",0.0236855455808962
"exclusion",0.0475329397621278
"execute",0.0576601595209669
"execution",0.101987356580022
"executive",0.0341820708976746
"executives",0.0456529287172025
"exemption",0.140248066285411
"exercise",0.106607377305623
"exhibition",0.0937324098737036
"exhibitions",0.118682516811877
"exhibitor",0.162830229474783
"exist",0.0202738452524704
"existing",0.0404436520663255
"exit",0.0418135328877972
"expand",0.0326937042794251
"expanded",0.150735662534428
"expansion",0.0342893049999497
"expect",0.0222943648170552
"expectation",0.063562615780334
"expedia",0.0452362878783675
"expedite",0.136798582209649
"expenditure",0.0566970883593993
"expense",0.109355313566021
"experience",0.0288555567095188
"experimentation",0.0932582764629654
"expert",0.0255269229332534
"expertise",0.0298432365030659
"experts",0.319764301924768
"explainable",0.064724525368023
"explained",0.0457608960935829
"explicit",0.0904244066103947
"exploration",0.0851747124910136
"explore",0.0699127776734697
"explorer",0.150735662534428
"explosion",0.0490864852731613
"expo",0.0381322216146229
"export",0.0426213524856842
"exporter",0.0849305757624249
"exporting",0.0694558808004015
"expos",0.0706307908232009
"expose",0.064159274772567
"exposed",0.0920780348850843
"exposure",0.0466988277880979
"express",0.0301008892742738
"extend",0.0311398810880316
"extending",0.0667613985768649
"extension",0.0341930006013326
"external",0.0364123853774213
"externalise",0.158544462316694
"extreme",0.137989914744211
"ey",0.0514600159622507
"eye",0.101219249724441
"fa",0.126651710289719
"fab",0.0357003741056551
"face",0.0639111381423096
"facebook",0.0172316328866297
"facebooks",0.0490769846786602
"facilitate",0.0424482665922441
"facilities",0.148032146489567
"facility",0.0721152093097935
"facing",0.0520873797775251
"fact",0.0194315778619794
"factor",0.0366391925639745
"factoring",0.0344084861976074
"factory",0.0606156983607166
"faculty",0.0571765014276239
"fai",0.182138554836706
"fail",0.0354042008353628
"fair",0.0305872711158269
"fairway",0.0572802065769435
"faith",0.09436336947522
"faithbased",0.0665498957048895
"falcon",0.122794723081275
"falcons",0.319626701695493
"fall",0.0548158476353139
"fallout",0.059356135276875
"fame",0.087589835251373
"family",0.0199323946137515
"fan",0.0470400662334721
"fancy",0.0965133652058677
"fandango",0.0894692613184015
"fannie",0.0786431116722296
"faq",0.0774639862423539
"far",0.0899176596517011
"fargo",0.0329588228940178
"farm",0.0537567693455755
"farmer",0.0547470508778445
"farmers",0.233993694110649
"farming",0.100940895988436
"farms",0.0732435693762776
"farreaching",0.115670096940717
"fascination",0.0359103473014449
"fashion",0.0253256499025573
"fast",0.0250056944197001
"faster",0.0273152188280093
"fastforward",0.0381581663053353
"fastgrowing",0.0310144050753518
"fastrack",0.155807631462759
"fasttrack",0.0356632035928966
"fate",0.0546958033473255
"father",0.165967136733772
"fave",0.0563699168687407
"favorite",0.146884279235849
"fax",0.0806260057739911
"fbi",0.0480250577823903
"fcc",0.0327367174993003
"fda",0.0370411604832363
"fdi",0.0341553808874864
"fear",0.0398187854663852
"fearful",0.0541346913337955
"fearless",0.0774639862423539
"feature",0.0226378665480421
"features",0.138476594518274
"february",0.214349246245086
"fed",0.0453369000940562
"federal",0.0241929588358125
"federalist",0.0628656631148755
"federate",0.0709671961679148
"federation",0.0299450055371952
"feds",0.095781311465006
"fee",0.0274286713863188
"feed",0.0426121478680912
"feedback",0.0747838629695948
"feeds",0.0767852863170143
"feel",0.159554819722969
"felicity",0.119708893374296
"fell",0.103878050322048
"fellow",0.0288918688051015
"fellows",0.196121516504034
"fellowship",0.0986525707278364
"felt",0.0886421770979007
"female",0.0581058754710378
"fern",0.252275751116007
"ferrari",0.0307653423704847
"fertile",0.307227002571326
"fest",0.065077736466475
"festival",0.0501789126515206
"ffs",0.224857234645687
"fi",0.0662766251610612
"fia",0.0543702926419999
"fiat",0.0169910226703697
"fiats",0.102624108218496
"fiber",0.0362542391290568
"fico",0.0470556730904118
"fidelity",0.0258048204097531
"fides",0.121391810594371
"fido",0.0667408424787269
"fiduciary",0.126027964871471
"field",0.056873600899277
"fielding",0.0811753726454095
"fierce",0.0450975614998776
"fife",0.0827166364688976
"fifteen",0.0712757428353186
"fifth",0.0437974693475525
"fifty",0.114924624197316
"fight",0.0347067311580422
"figure",0.029504521315083
"figures",0.0725868968146931
"file",0.0490180460732602
"files",0.302671348948598
"filipino",0.041731903007935
"filipinos",0.0244212057684727
"fill",0.0352944970845365
"film",0.0278567275688652
"filter",0.0774663884332503
"fin",0.0301231184797802
"finacial",0.240591362725203
"final",0.0359654649268616
"finalist",0.0790192068731302
"finally",0.0327068092516272
"finance",0.0325001741681535
"finances",0.0384389848010148
"financial",0.0297026572762838
"financials",0.0540127333800236
"financier",0.0297838523253248
"financing",0.0228101938499696
"finca",0.0417550160979718
"finch",0.0554622251857294
"find",0.0195676438829507
"finder",0.0459413791419424
"fine",0.0342337439314623
"fines",0.103183894302985
"finger",0.0297592360762765
"fingerprint",0.0202293046967887
"fingers",0.0829937686079995
"finite",0.031148826101084
"finland",0.0303987626659569
"finn",0.0508290287852759
"finnish",0.0277112669608816
"finns",0.165390879816454
"fintech",0.0128669813750716
"firebird",0.061208418158377
"firebox",0.130623932718572
"fireside",0.101253370646918
"firewall",0.073408402800356
"firm",0.0224182832104651
"firms",0.0454845357219102
"firmware",0.0343971918743487
"first",0.0350072149527979
"firstever",0.0636572797903241
"fis",0.0332570088890853
"fiscal",0.043333281209815
"fish",0.0611301729913918
"fitch",0.0555101505208752
"fivefold",0.0517817768066068
"fiveminute",0.120905903573896
"fivepoint",0.0729179195385666
"fivestar",0.173282300711988
"fiveyear",0.107817736265361
"fix",0.0199421654168253
"fixed",0.0481148627634747
"fixedline",0.135150148094264
"flag",0.075785300535952
"flags",0.160312272963554
"flagship",0.0611393511054837
"flagstone",0.0963423567822684
"flash",0.12064286389926
"flashpoint",0.0300069459921189
"flat",0.0807838716553266
"flaw",0.0981133321759097
"flawless",0.301622854991509
"fletcher",0.0898286451161885
"flexi",0.0539623267852929
"flexibility",0.0314866299660783
"flexible",0.0574459919097206
"flick",0.0598154118426107
"flint",0.161905804798509
"float",0.103390784821585
"flood",0.118589890185729
"floor",0.0577282069072719
"florida",0.0349189388683218
"flourish",0.0661776567130917
"flow",0.0308410231019655
"flowers",0.104951383909732
"flows",0.136904947415945
"fluidly",0.0829539047348514
"fly",0.0556158782881397
"flybe",0.186981628331841
"flybridge",0.120842964780652
"flywire",0.0365546336074731
"fmcg",0.140551986357477
"focus",0.0292783046317101
"follow",0.0219746533998597
"following",0.0576397706963525
"followup",0.0960314774154261
"fon",0.0561188151719922
"fonds",0.0424412726769405
"food",0.0241061364292918
"foods",0.0700955253132929
"foot",0.0628887711045766
"football",0.0298705904672834
"footprint",0.0449925879236992
"for.",0.027995169223735
"forbes",0.0281636080652863
"force",0.0339614720232752
"forces",0.043822953961347
"ford",0.0341008967484354
"forecast",0.0592676070493544
"forecasting",0.115512434961868
"foreign",0.0300311649852433
"foreignexchange",0.221904802152298
"forensic",0.0797263292643294
"forest",0.0495979016149661
"forex",0.0420353999428539
"forge",0.112989159019001
"form",0.0350740539272703
"formation",0.298486854409103
"formulation",0.128420463398807
"forrester",0.0282606277640896
"fort",0.0964284945508779
"forte",0.087589835251373
"forth",0.0480396688657771
"forthcoming",0.301622854991509
"fortis",0.0856267549326677
"fortress",0.0426124345156687
"fortune",0.0233692419498237
"forum",0.0271253191324888
"forums",0.204873662374757
"forus",0.133654682266605
"forward",0.0365865363508007
"forwardlooking",0.0339027284024332
"fos",0.14488303545666
"foster",0.0432356765914743
"found",0.0645258373543037
"foundation",0.0227579522066387
"founded",0.0423579565218524
"founder",0.0267678538026279
"founders",0.0744723778888899
"foundries",0.0549410938370465
"foundry",0.0330146999571327
"four",0.0401595882976369
"fourday",0.0492212147122359
"fourth",0.0364477482259303
"fpc",0.181213143870765
"fractal",0.0346833523594285
"fragility",0.141284772060526
"fragment",0.0636744543822529
"frames",0.13245294883265
"framework",0.0353389950858021
"fran",0.0885137731702474
"franc",0.0812088179804947
"franca",0.0609751817638962
"france",0.0372853090464854
"francisco",0.0412854656800125
"francophone",0.0529802217338639
"frank",0.0450847415830315
"frankfurt",0.0570735219290076
"franklin",0.0384026403329013
"fraser",0.0418704401273496
"fraud",0.0194083707851418
"fraudsters",0.0531569008396315
"fraudulent",0.136458788186403
"fred",0.0657420278302283
"freddie",0.0888438433510914
"free",0.0429826050356836
"freeagent",0.0210855276979155
"freedom",0.0514280730515031
"freeform",0.063411757297018
"freelance",0.0265014105201711
"freelancer",0.0594487804392979
"freestyle",0.0442375904867109
"freetrade",0.0361873072408191
"freeze",0.121383837006383
"freight",0.145727392279718
"french",0.0276686593215916
"frequent",0.0453961286995515
"fresco",0.0688358140529696
"fresh",0.104404349061255
"friction",0.078571672007319
"frictionless",0.0307915388872836
"friedman",0.140801396353367
"friend",0.0224599395899462
"friends",0.0718938412979381
"friendship",0.0973685125841599
"front",0.0554847673876374
"frontier",0.0730525462487247
"frontieres",0.104951383909732
"frontline",0.0293727709743427
"frost",0.0397488877992405
"frs",0.0694558808004015
"frustrate",0.17998401270662
"frustration",0.112258425638698
"fsa",0.0452726778019951
"fsb",0.0374788166292399
"ft",0.117727135347307
"ftc",0.290234666433016
"ftp",0.0915924166105728
"fud",0.0455246612035069
"fuel",0.0271939071002728
"fullservice",0.223385569954614
"fulltime",0.09436336947522
"fun",0.170935922346513
"function.",0.0386559196643318
"functionality",0.0844623539335294
"functions",0.0838800554917692
"fund",0.0253335902920938
"fundamentals",0.0635204530104868
"funding",0.0276279539407338
"fundraise",0.0449188424809836
"fundraising",0.109464485425724
"funds",0.0233002501774353
"funfair",0.341347055237536
"furlough",0.0816888477161006
"further",0.0469579026338899
"fuse",0.0712818515974187
"fuses",0.0712818515974187
"fusion",0.0253764018872804
"future",0.0292355525822578
